x,y,z
-0.246353,0.426529,-0.92868
-0.209351,0.341827,-0.79422
-0.330276,0.3638,-0.872528
-0.603348,0.322311,-1.090363
-0.389694,0.459442,-0.899841
-0.287659,0.387756,-0.727066
-0.233109,0.435257,-0.881058
-0.145798,0.3927,-0.899002
-0.133972,0.307465,-0.968262
-0.169952,0.280609,-0.937302
-0.266235,0.320206,-0.885941
-0.249832,0.340881,-0.886612
-0.263474,0.344543,-0.943817
-0.238174,0.360168,-0.930511
-0.29686,0.367615,-0.798508
-0.211548,0.279434,-0.874191
-0.221466,0.292694,-0.91452
-0.307404,0.298691,-0.869675
-0.251984,0.289825,-0.957077
-0.226776,0.330139,-0.955231
-0.301147,0.294037,-0.779114
-0.262909,0.389496,-0.926666
-0.332199,0.333435,-0.865555
-0.327744,0.340012,-0.871628
-0.251343,0.322754,-0.934387
-0.354385,0.296265,-0.941376
-0.24736,0.255127,-1.042007
-0.225861,0.200073,-0.954819
-0.32756,0.155655,-0.919495
-0.210571,0.066132,-1.009048
-0.120834,-0.03299,-0.939682
-0.090714,0.034943,-0.833588
-0.246109,0.29982,-0.983032
-0.138977,0.376663,-0.899429
-0.079041,0.310471,-0.939926
-0.072632,0.250717,-0.926147
-0.511124,0.438461,-1.184525
-0.320358,0.469131,-0.975967
-0.034134,0.205109,-0.55571
-0.333115,0.32666,-0.977646
-0.512482,0.355209,-1.136993
-0.439957,0.229019,-1.044754
-0.187256,-0.027817,-0.783554
-0.116379,-0.014984,-0.553497
-0.182785,0.283508,-1.433731
-0.428894,0.290359,-0.940125
-0.257919,0.132309,-0.676758
-0.297852,-0.080658,-0.714279
-0.493698,-0.045105,-1.527695
-0.313461,-0.161255,-1.160034
-0.076813,-0.219269,-0.524307
-0.083374,0.072952,-1.038696
-0.286331,0.199219,-1.380981
-0.124573,0.039551,-0.731613
-0.184921,0.031815,-0.499664
-0.272919,-0.048477,-1.558929
-0.231567,-0.026199,-1.254272
-0.077988,-0.083191,-0.490143
-0.183502,-0.031723,-1.070053
-0.279678,-0.039246,-1.159042
-0.065582,0.053329,-0.721756
-0.097214,-0.0392,-0.643417
-0.336639,-0.085724,-1.468094
-0.221924,-0.028458,-0.944794
-0.151337,-0.144958,-0.609787
-0.167358,0.106155,-1.333878
-0.343811,0.025238,-1.219879
-0.071182,-0.018555,-0.785355
-0.144302,0.002914,-0.570633
-0.212952,-0.048584,-1.386688
-0.434982,-0.052475,-1.223358
-0.135239,-0.23526,-0.593658
0.041183,0.112274,-0.817719
-0.32579,0.26622,-1.388855
-0.119049,0.091629,-1.085892
-0.164658,0.056274,-0.586975
-0.403748,0.096176,-1.077209
-0.233704,-0.013031,-1.408508
-0.148193,-0.121582,-0.684082
-0.061798,-0.049637,-0.594162
-0.362152,0.340668,-1.401688
-0.380188,0.138412,-1.028687
-0.171799,-0.041412,-0.862259
-0.143417,0.159363,-0.882523
-0.335175,-0.012543,-1.16069
-0.23056,-0.123047,-1.00264
-0.185364,-0.014053,-0.868973
-0.143509,0.230667,-1.004166
-0.220795,0.127029,-1.151123
-0.069702,0.013504,-0.856583
-0.266037,0.104752,-0.806534
-0.347061,0.278671,-1.128983
-0.311829,0.178802,-1.066864
-0.081177,0.088898,-1.103104
-0.214096,-0.004242,-0.688126
-0.231598,0.121048,-1.291901
-0.298996,0.035263,-0.931076
-0.120163,-0.002655,-1.001389
-0.130081,-0.134384,-0.949692
-0.233627,0.002319,-1.121613
-0.167908,0.05452,-0.924744
-0.101791,0.015839,-0.996857
-0.07019,-0.010742,-1.026947
-0.132126,-0.043976,-1.019638
-0.214767,-0.06073,-0.932938
-0.109604,-0.056473,-0.910568
-0.177078,-0.096588,-1.011292
-0.091232,-0.040146,-1.172592
-0.044861,0.1073,-1.130707
-0.141312,0.190079,-0.896851
-0.234619,-0.031937,-0.935303
-0.143387,-0.116119,-0.894302
-0.170502,-0.241821,-0.942688
-0.17128,-0.298019,-1.001175
-0.290405,-0.078445,-0.985229
-0.201431,0.089401,-1.016876
-0.126709,0.035049,-0.887039
-0.172943,0.039642,-0.950439
-0.317322,-0.124496,-0.970993
-0.228424,-0.004395,-0.904053
-0.053436,0.091019,-1.105942
-0.019669,-0.05426,-1.106613
-0.166336,-0.058929,-1.117905
-0.115707,0.219879,-0.997009
-0.218216,0.156677,-0.950241
-0.232803,0.062881,-0.952805
-0.366318,0.024033,-0.926605
-0.210495,-0.033234,-0.847229
-0.219513,-0.076065,-0.899841
-0.312668,-0.217819,-1.08989
-0.137817,0.105591,-1.259979
-0.008575,0.198578,-0.793137
-0.136246,0.222153,-1.029129
-0.094788,0.081268,-0.901138
-0.167267,0.013702,-1.05603
-0.165024,0.016785,-0.935822
-0.148911,-0.049789,-1.005356
-0.095398,0.236176,-1.415054
-0.134079,0.28656,-0.803299
-0.446213,-0.037262,-0.734711
-0.312897,0.100433,-1.075714
-0.237228,0.002686,-1.017731
-0.26622,-0.087799,-0.949982
-0.204147,0.081161,-0.934235
-0.072632,0.363297,-0.99765
-0.235992,0.257278,-0.857513
-0.209152,0.180054,-0.871536
-0.217331,0.058304,-0.74855
-0.138474,0.232544,-0.996017
-0.217087,0.037308,-1.022705
-0.388779,0.132812,-1.395126
-0.140869,0.1073,-0.918793
-0.265381,0.080154,-0.730362
-0.233505,0.04126,-0.848434
-0.355453,-0.007812,-1.229843
-0.261703,-0.028458,-1.114975
-0.203903,0.004944,-1.081223
-0.445343,-0.038559,-1.159851
-0.361252,0.190918,-1.171326
0.026001,0.186981,-0.191956
-0.075485,-0.084259,-0.405396
-0.625488,0.358673,-1.199341
-0.542831,0.232285,-1.503464
-0.159683,0.186325,-0.679245
-0.232407,0.181946,-0.785751
-0.18219,0.049377,-0.790497
-0.166367,-0.105621,-0.714951
-0.643066,0.010834,-1.821396
-0.550323,-0.029083,-1.52359
0.093246,0.191025,-0.567688
-0.003799,-0.052582,0.068176
-0.220932,-0.060822,-0.538071
-0.370972,0.034912,-1.810455
-0.099487,-0.117691,-0.903061
0.010468,0.149902,-0.631958
-0.084015,0.138199,-0.595108
-0.151886,-0.085541,-1.167694
-0.650406,0.12085,-1.914291
-0.46257,0.404083,-1.469055
0.031876,0.110168,-0.215134
-0.012222,-0.030579,0.059235
-0.410095,0.101715,-0.889465
-0.628815,0.144104,-1.889893
-0.21492,0.043152,-1.034058
-0.119095,0.060379,-0.527313
-0.132629,0.141373,-0.729202
-0.193192,-0.044449,-0.967072
-0.45842,0.04364,-1.724197
-0.392609,0.027344,-1.522827
-0.031464,0.121368,-0.52626
0.080338,-0.017365,0.067368
-0.226242,0.112762,-0.842651
-0.298294,0.168472,-1.831757
-0.139603,0.116562,-0.946564
-0.099335,0.109299,-0.650208
-0.39566,0.210983,-1.008972
-0.322769,0.098236,-1.04248
-0.298233,-0.022308,-0.814011
-0.113754,0.077713,-1.017807
-0.262619,0.511139,-0.929688
-0.206451,0.374069,-0.539612
-0.319077,0.341019,-0.451569
-0.189865,0.286697,-0.247955
-0.177826,0.348602,-0.860321
-0.520004,1.089935,-1.835785
-0.090042,0.396835,-1.407715
-0.163528,-1.234268,-0.622513
0.655502,0.438065,-1.069199
-0.237213,-0.088211,-0.845123
-0.127579,0.252563,-0.851013
-0.454407,-0.03096,-1.080521
-0.244949,-0.332764,-0.293472
-0.343338,-0.267303,-0.934235
-0.147705,-0.495148,-0.723343
-0.027832,-0.659134,-0.855301
-0.09227,-0.824371,-0.608963
-0.043594,-0.83606,-0.265427
-0.007614,-0.97113,-0.220367
0.009918,-0.864273,-0.151627
0.013855,-0.949722,-0.271896
0.137085,-0.883682,-0.558319
0.056595,-0.864853,-0.564514
0.439835,-0.724533,-0.577072
0.673157,-0.639038,-0.376236
0.727707,-0.522217,-0.275803
0.773315,-0.436493,-0.209839
0.794891,-0.405975,-0.317215
0.812256,-0.106705,-0.44368
0.787888,0.281723,-0.324432
0.802689,0.569916,-0.171722
0.409241,0.841644,-0.413391
0.657196,0.362427,-0.346848
0.797302,0.403992,-0.457764
0.742569,0.644913,-0.518829
0.737305,0.367035,-0.627197
0.562256,0.425003,-0.561554
0.258667,0.256744,-0.985062
-0.091949,0.165894,-1.011169
0.14566,0.333069,-0.956985
0.092056,0.243454,-0.961487
0.009003,0.240646,-0.949463
0.065292,0.225723,-0.97319
0.097839,0.152893,-1.002686
0.064926,0.118347,-0.973129
0.043091,0.163879,-0.981018
-0.068192,0.26004,-0.941879
-0.020782,0.145905,-0.999771
-0.223602,0.31015,-0.98436
0.057693,0.028183,-0.993225
-0.048706,0.174133,-1.001022
-0.158463,0.092575,-1.00412
-0.083008,0.046341,-1.003952
-0.066406,0.024673,-1.094894
-0.121613,0.035873,-1.884613
-0.141693,0.196228,-1.158554
-0.169754,0.106552,-0.980698
0.005402,0.161224,-1.364624
-0.055725,0.087921,-1.092819
-0.001495,0.058411,-0.883606
0.068695,0.008698,-0.863586
-0.176529,0.084213,-0.705536
-0.182846,0.105331,-0.813766
-0.11351,0.063263,-0.992905
-0.15802,-0.044403,-0.904495
-0.161301,-0.058212,-0.884338
-0.12175,-0.114975,-0.931808
